{17, 28, 84, 3, 63, 51, 79, 71, 76, 83, 96, 72, 99, 6, 4, 67, 94, 82, 74, 66, 0, 25, 18, 26, 67, 72, 42, 16, 36, 39, 34, 19, 68, 17, 89, 97, 35, 68, 67, 77, 50, 28, 14, 48, 34, 18, 81, 94, 100, 21, 26, 66, 46, 10, 92, 79, 82, 100, 95, 84, 39, 29, 2, 73}
{12, 92, 69, 13, 25, 2, 91, 41, 30, 4, 56, 31, 90, 36, 91, 55, 23, 16, 21, 70, 27, 79, 14, 8, 79, 9, 93, 84, 4, 61, 56, 16, 18, 91, 97, 43, 59, 53, 85, 90, 23, 40, 87, 12, 42, 77, 68, 66, 60, 55, 1, 87, 33, 15, 61, 11, 24, 19, 61, 28, 81, 16, 11, 99}
{74, 7, 8, 32, 60, 93, 88, 83, 99, 74, 62, 40, 17, 29, 5, 77, 84, 6, 29, 83, 22, 56, 95, 12, 42, 21, 41, 22, 38, 18, 87, 78, 92, 61, 9, 17, 53, 98, 66, 51, 37, 27, 92, 54, 56, 63, 97, 5, 70, 92, 89, 58, 14, 49, 70, 56, 70, 77, 44, 74, 95, 30, 51, 86}
{92, 27, 2, 10, 24, 69, 28, 61, 62, 86, 82, 85, 48, 44, 90, 17, 36, 44, 75, 16, 59, 45, 72, 96, 21, 15, 69, 83, 11, 87, 68, 69, 13, 37, 46, 3, 72, 74, 64, 33, 59, 11, 17, 6, 56, 74, 91, 58, 84, 65, 74, 43, 76, 11, 38, 64, 26, 73, 46, 3, 25, 80, 73, 38}
{83, 85, 41, 20, 58, 72, 54, 83, 83, 37, 55, 4, 77, 45, 62, 27, 77, 1, 70, 52, 12, 74, 82, 4, 12, 27, 8, 38, 74, 47, 76, 56, 31, 84, 43, 55, 55, 63, 37, 3, 100, 92, 75, 43, 3, 36, 70, 80, 4, 5, 98, 16, 79, 80, 21, 91, 73, 96, 95, 12, 8, 37, 69, 39}
{20, 78, 60, 41, 40, 63, 10, 5, 54, 85, 48, 23, 21, 84, 2, 92, 89, 67, 7, 33, 12, 95, 91, 85, 56, 85, 98, 64, 21, 32, 2, 7, 9, 28, 48, 49, 91, 25, 54, 11, 9, 69, 34, 97, 18, 3, 88, 7, 70, 62, 6, 82, 56, 63, 32, 12, 14, 29, 42, 1, 27, 11, 9, 36}
{39, 23, 51, 30, 48, 72, 41, 24, 6, 75, 20, 24, 44, 75, 98, 80, 36, 4, 61, 58, 33, 60, 36, 47, 55, 79, 15, 83, 90, 24, 85, 28, 13, 36, 58, 28, 74, 65, 52, 80, 6, 38, 3, 50, 12, 1, 30, 14, 72, 57, 73, 71, 83, 8, 18, 38, 87, 100, 20, 42, 23, 71, 71, 2}
{73, 95, 97, 46, 26, 14, 25, 32, 53, 96, 48, 31, 63, 44, 12, 34, 68, 85, 4, 50, 59, 89, 54, 12, 88, 74, 54, 77, 11, 91, 46, 84, 52, 42, 30, 78, 57, 21, 76, 76, 16, 90, 73, 79, 34, 85, 79, 68, 35, 50, 84, 95, 4, 38, 6, 59, 78, 26, 1, 89, 84, 47, 73, 35}
{56, 2, 79, 79, 23, 20, 54, 6, 9, 93, 51, 9, 78, 97, 43, 12, 46, 27, 73, 16, 65, 45, 75, 42, 72, 77, 31, 55, 90, 3, 56, 45, 72, 0, 23, 61, 87, 43, 67, 96, 36, 85, 72, 80, 81, 14, 92, 26, 41, 31, 42, 72, 76, 84, 14, 47, 26, 45, 68, 15, 14, 90, 27, 86}
{90, 50, 46, 76, 60, 80, 38, 96, 64, 76, 75, 44, 56, 32, 36, 98, 63, 44, 35, 39, 27, 49, 52, 53, 60, 87, 35, 74, 42, 62, 25, 32, 78, 38, 74, 37, 17, 78, 99, 47, 19, 73, 91, 76, 72, 93, 39, 34, 36, 74, 39, 30, 23, 58, 83, 83, 44, 84, 23, 86, 11, 48, 84, 90}
{86, 24, 93, 69, 68, 92, 15, 88, 64, 72, 63, 35, 64, 1, 36, 0, 75, 75, 30, 64, 99, 79, 13, 8, 29, 36, 95, 40, 50, 44, 96, 2, 34, 89, 71, 2, 80, 53, 90, 9, 24, 18, 11, 55, 19, 13, 55, 60, 54, 51, 91, 53, 96, 3, 61, 24, 5, 21, 65, 21, 66, 26, 90, 66}
{14, 61, 68, 60, 80, 23, 36, 70, 41, 47, 24, 60, 26, 45, 87, 80, 62, 77, 32, 58, 46, 60, 82, 17, 81, 12, 38, 12, 39, 28, 45, 19, 55, 12, 80, 0, 36, 15, 70, 77, 28, 61, 3, 54, 5, 56, 100, 68, 32, 99, 92, 44, 58, 39, 61, 4, 18, 65, 84, 57, 93, 28, 42, 13}
{6, 21, 13, 42, 2, 84, 86, 30, 44, 55, 50, 15, 10, 50, 49, 42, 48, 40, 52, 72, 80, 12, 42, 98, 77, 25, 20, 36, 19, 62, 49, 26, 50, 63, 68, 52, 12, 19, 49, 22, 74, 65, 3, 84, 81, 53, 92, 28, 59, 43, 66, 4, 21, 8, 68, 99, 100, 88, 0, 19, 16, 49, 11, 32}
{78, 45, 84, 56, 65, 99, 44, 38, 64, 48, 89, 44, 67, 80, 39, 25, 90, 71, 97, 10, 45, 64, 75, 11, 52, 75, 97, 34, 91, 7, 66, 68, 52, 15, 91, 16, 14, 34, 21, 44, 48, 9, 54, 14, 55, 59, 6, 10, 30, 2, 21, 75, 66, 62, 52, 84, 37, 48, 84, 94, 55, 49, 27, 7}
{65, 17, 90, 45, 18, 77, 55, 32, 52, 8, 47, 74, 68, 19, 84, 98, 88, 71, 38, 19, 33, 91, 70, 36, 4, 53, 29, 60, 69, 22, 33, 100, 40, 89, 44, 24, 66, 65, 56, 84, 73, 69, 57, 6, 54, 41, 70, 41, 78, 8, 27, 10, 65, 97, 12, 69, 15, 7, 95, 84, 30, 27, 49, 36}
{83, 93, 60, 48, 23, 82, 98, 97, 17, 55, 2, 71, 62, 73, 79, 39, 47, 5, 50, 78, 68, 28, 12, 49, 36, 7, 100, 66, 0, 48, 1, 83, 7, 27, 97, 30, 75, 95, 26, 92, 49, 96, 63, 10, 34, 7, 15, 47, 12, 65, 24, 46, 94, 36, 61, 96, 9, 60, 61, 10, 8, 28, 59, 15}
{21, 56, 45, 96, 16, 38, 54, 31, 100, 83, 41, 33, 90, 22, 80, 68, 88, 3, 13, 47, 5, 74, 42, 82, 0, 69, 58, 8, 63, 16, 90, 84, 38, 34, 45, 54, 38, 65, 85, 37, 47, 92, 70, 36, 14, 15, 3, 68, 85, 83, 81, 91, 23, 89, 38, 23, 57, 96, 98, 86, 11, 87, 35, 50}
{87, 46, 70, 25, 11, 21, 28, 58, 12, 65, 95, 26, 80, 64, 60, 65, 47, 40, 21, 36, 28, 59, 25, 51, 54, 22, 2, 31, 75, 37, 81, 61, 84, 17, 52, 61, 38, 47, 18, 50, 11, 79, 43, 91, 43, 69, 21, 56, 9, 42, 58, 3, 0, 83, 21, 20, 71, 23, 52, 45, 27, 99, 72, 10}
{15, 91, 71, 19, 37, 55, 36, 48, 34, 45, 4, 43, 13, 26, 65, 89, 34, 22, 93, 1, 71, 80, 21, 41, 69, 73, 52, 96, 38, 23, 72, 19, 13, 42, 39, 50, 64, 75, 64, 64, 19, 69, 6, 32, 61, 37, 21, 95, 25, 80, 96, 96, 25, 84, 2, 94, 22, 54, 90, 60, 43, 61, 80, 57}
{70, 18, 73, 33, 59, 37, 97, 78, 72, 69, 76, 99, 5, 63, 93, 30, 8, 55, 92, 33, 38, 60, 27, 26, 13, 83, 87, 56, 43, 32, 79, 79, 50, 52, 11, 75, 55, 74, 52, 93, 42, 94, 91, 13, 57, 49, 9, 65, 3, 67, 99, 7, 26, 92, 34, 5, 74, 87, 62, 83, 18, 6, 62, 34}
{58, 39, 8, 79, 13, 26, 71, 21, 19, 61, 1, 76, 10, 77, 7, 80, 44, 72, 54, 36, 63, 54, 42, 2, 6, 70, 51, 24, 76, 12, 24, 0, 18, 32, 79, 98, 58, 16, 85, 43, 77, 86, 19, 53, 29, 26, 100, 39, 98, 19, 75, 26, 39, 83, 28, 45, 18, 79, 69, 61, 58, 93, 27, 76}
{91, 72, 39, 14, 88, 23, 57, 31, 76, 42, 50, 4, 68, 49, 43, 31, 34, 84, 57, 73, 33, 51, 17, 51, 97, 52, 11, 20, 10, 38, 62, 0, 10, 0, 81, 64, 23, 38, 95, 99, 80, 45, 69, 14, 60, 78, 11, 95, 62, 35, 67, 95, 52, 85, 11, 48, 2, 90, 34, 13, 94, 96, 80, 3}
{62, 61, 68, 52, 65, 28, 16, 10, 73, 86, 91, 33, 63, 2, 27, 91, 37, 60, 51, 55, 10, 63, 70, 13, 18, 3, 26, 11, 66, 5, 15, 27, 32, 49, 45, 97, 43, 62, 7, 16, 13, 64, 15, 76, 66, 8, 33, 69, 34, 84, 24, 45, 12, 60, 58, 30, 63, 84, 42, 95, 55, 23, 89, 88}
{38, 33, 50, 47, 95, 23, 29, 7, 88, 44, 50, 19, 18, 83, 55, 53, 32, 79, 98, 11, 38, 21, 7, 67, 71, 15, 62, 25, 4, 50, 79, 8, 49, 29, 56, 44, 18, 85, 17, 5, 29, 33, 92, 13, 82, 46, 66, 81, 91, 29, 92, 95, 50, 65, 61, 20, 81, 89, 12, 51, 4, 91, 60, 54}
{86, 15, 64, 71, 100, 47, 76, 95, 81, 67, 75, 62, 12, 40, 42, 2, 36, 100, 63, 52, 31, 24, 39, 78, 79, 51, 28, 84, 7, 88, 37, 60, 69, 67, 30, 35, 13, 72, 29, 94, 5, 3, 22, 84, 10, 30, 53, 12, 97, 15, 64, 27, 39, 2, 4, 18, 19, 32, 68, 27, 87, 71, 53, 55}
{37, 83, 90, 50, 20, 86, 10, 25, 55, 99, 9, 31, 28, 62, 43, 24, 77, 74, 17, 83, 76, 21, 67, 62, 20, 34, 55, 6, 4, 7, 27, 41, 56, 84, 57, 76, 35, 67, 1, 90, 31, 77, 21, 60, 38, 30, 50, 81, 3, 68, 63, 46, 89, 29, 7, 8, 63, 62, 81, 67, 35, 75, 74, 91}
{58, 31, 32, 93, 64, 100, 48, 96, 76, 69, 21, 13, 66, 71, 95, 69, 4, 23, 81, 94, 53, 88, 68, 15, 15, 15, 49, 50, 90, 89, 40, 13, 86, 39, 5, 50, 38, 53, 11, 14, 89, 99, 94, 54, 35, 54, 89, 40, 78, 70, 100, 30, 23, 33, 11, 39, 48, 26, 89, 3, 15, 96, 16, 0}
{34, 88, 16, 38, 41, 94, 52, 96, 58, 12, 15, 94, 66, 3, 100, 9, 39, 99, 5, 63, 31, 17, 1, 46, 9, 56, 15, 91, 17, 32, 58, 51, 19, 40, 90, 26, 0, 7, 21, 58, 19, 36, 51, 52, 6, 50, 61, 45, 14, 67, 7, 12, 50, 75, 58, 59, 98, 73, 16, 14, 71, 74, 32, 57}
{13, 88, 49, 13, 95, 37, 72, 81, 39, 89, 32, 45, 5, 93, 57, 86, 25, 30, 98, 75, 5, 21, 0, 2, 61, 16, 16, 31, 90, 14, 54, 69, 1, 3, 83, 97, 6, 20, 43, 45, 75, 41, 57, 46, 33, 13, 32, 25, 43, 96, 100, 14, 17, 66, 16, 78, 82, 100, 75, 37, 13, 96, 6, 82}
{65, 55, 44, 71, 75, 87, 15, 15, 27, 72, 28, 26, 51, 26, 51, 95, 21, 17, 8, 4, 83, 92, 82, 31, 57, 23, 68, 36, 85, 74, 17, 49, 28, 61, 86, 69, 13, 67, 85, 40, 5, 79, 67, 56, 4, 84, 50, 25, 67, 25, 30, 16, 83, 78, 47, 39, 67, 14, 75, 51, 89, 59, 66, 83}
{19, 17, 52, 100, 85, 2, 39, 90, 47, 72, 11, 51, 22, 62, 76, 89, 53, 72, 4, 35, 50, 51, 40, 83, 32, 14, 0, 87, 39, 66, 69, 25, 84, 87, 24, 34, 55, 63, 90, 1, 1, 0, 18, 23, 28, 95, 11, 81, 32, 83, 82, 82, 100, 21, 65, 31, 2, 65, 17, 41, 97, 53, 32, 46}
{39, 56, 46, 61, 86, 35, 28, 87, 36, 47, 76, 64, 7, 53, 11, 39, 35, 59, 21, 35, 81, 52, 66, 83, 83, 50, 90, 45, 2, 22, 92, 7, 44, 37, 68, 29, 39, 63, 15, 75, 9, 91, 4, 16, 10, 82, 55, 45, 41, 42, 46, 21, 60, 79, 70, 42, 28, 25, 54, 97, 13, 11, 3, 58}
{14, 38, 87, 53, 0, 69, 94, 76, 25, 99, 92, 35, 46, 12, 47, 87, 55, 93, 74, 14, 71, 43, 23, 65, 35, 77, 61, 48, 88, 31, 72, 1, 69, 25, 21, 35, 94, 14, 10, 85, 79, 68, 20, 25, 80, 33, 11, 0, 25, 86, 82, 63, 95, 4, 27, 96, 47, 55, 10, 0, 86, 82, 68, 54}
{6, 89, 55, 66, 3, 65, 51, 82, 32, 37, 6, 78, 36, 85, 79, 61, 70, 60, 23, 30, 30, 17, 26, 77, 72, 36, 43, 57, 17, 10, 77, 91, 66, 31, 56, 35, 62, 73, 16, 60, 76, 90, 3, 11, 74, 82, 39, 9, 7, 28, 39, 37, 45, 31, 80, 16, 67, 22, 39, 51, 100, 15, 41, 65}
{12, 63, 100, 40, 2, 82, 100, 78, 37, 3, 56, 10, 51, 95, 86, 59, 22, 92, 96, 34, 22, 76, 50, 56, 64, 90, 6, 63, 71, 13, 94, 84, 76, 93, 90, 44, 41, 90, 89, 78, 59, 44, 55, 9, 4, 40, 34, 93, 98, 30, 26, 87, 72, 43, 42, 1, 99, 14, 65, 69, 27, 24, 18, 69}
{17, 8, 80, 58, 64, 68, 35, 89, 78, 90, 98, 82, 97, 99, 40, 94, 28, 33, 46, 66, 76, 88, 67, 40, 68, 98, 75, 61, 22, 60, 30, 5, 34, 9, 63, 98, 43, 64, 86, 20, 20, 49, 68, 16, 47, 7, 76, 41, 6, 89, 73, 48, 76, 40, 88, 10, 3, 63, 71, 25, 22, 0, 30, 22}
{76, 59, 19, 18, 90, 71, 4, 9, 86, 72, 92, 100, 46, 33, 40, 52, 21, 13, 0, 64, 19, 54, 74, 22, 83, 44, 14, 71, 11, 44, 93, 53, 70, 78, 38, 59, 48, 42, 68, 0, 14, 25, 100, 26, 58, 5, 78, 80, 85, 44, 43, 3, 65, 16, 93, 47, 26, 6, 18, 37, 16, 77, 91, 86}
{55, 28, 10, 2, 70, 78, 2, 50, 2, 68, 76, 27, 74, 20, 6, 58, 30, 15, 28, 95, 98, 87, 42, 23, 93, 26, 61, 75, 2, 51, 61, 57, 45, 71, 26, 81, 15, 95, 31, 84, 63, 73, 77, 2, 93, 83, 60, 23, 64, 54, 17, 61, 40, 25, 85, 99, 51, 11, 74, 54, 28, 0, 77, 73}
{37, 2, 53, 18, 98, 50, 2, 60, 23, 45, 62, 15, 28, 88, 4, 58, 8, 89, 19, 48, 13, 70, 13, 65, 81, 87, 85, 75, 53, 61, 47, 90, 30, 66, 8, 27, 16, 77, 53, 39, 21, 81, 20, 15, 68, 25, 74, 42, 13, 59, 57, 26, 95, 70, 57, 41, 22, 7, 15, 75, 35, 62, 64, 65}
{27, 38, 58, 9, 14, 10, 48, 2, 91, 69, 17, 24, 94, 57, 67, 73, 82, 23, 65, 76, 59, 22, 16, 81, 96, 31, 21, 30, 59, 85, 61, 87, 23, 18, 96, 3, 28, 10, 5, 85, 79, 90, 9, 38, 46, 42, 77, 28, 31, 41, 70, 90, 29, 87, 36, 25, 17, 57, 21, 77, 7, 83, 29, 97}
{0, 91, 0, 96, 67, 72, 80, 11, 61, 55, 49, 74, 97, 92, 1, 27, 33, 71, 83, 28, 23, 18, 19, 7, 41, 41, 84, 49, 90, 79, 11, 56, 35, 11, 51, 2, 50, 98, 13, 10, 52, 29, 84, 49, 87, 51, 42, 86, 89, 25, 14, 11, 9, 33, 85, 51, 40, 34, 66, 96, 12, 77, 52, 14}
{55, 69, 83, 4, 66, 62, 81, 85, 57, 31, 100, 44, 82, 41, 29, 36, 32, 9, 14, 42, 43, 99, 59, 49, 33, 91, 45, 11, 67, 63, 25, 88, 31, 74, 92, 64, 36, 73, 14, 93, 70, 13, 2, 17, 54, 32, 54, 87, 7, 34, 95, 16, 99, 53, 66, 31, 43, 77, 9, 76, 39, 0, 64, 36}
{75, 21, 66, 77, 60, 80, 69, 29, 93, 38, 47, 13, 36, 0, 66, 43, 0, 60, 60, 99, 12, 92, 30, 21, 68, 5, 97, 73, 5, 60, 8, 80, 82, 41, 22, 41, 20, 58, 71, 80, 96, 17, 59, 31, 84, 24, 40, 84, 84, 100, 48, 62, 91, 44, 83, 58, 49, 79, 97, 55, 5, 5, 0, 53}
{12, 23, 60, 99, 81, 30, 78, 42, 13, 2, 73, 63, 26, 12, 12, 76, 79, 61, 37, 35, 4, 86, 60, 20, 31, 56, 75, 2, 61, 41, 55, 73, 30, 14, 72, 10, 11, 15, 52, 91, 85, 91, 54, 10, 70, 32, 53, 14, 59, 56, 49, 30, 42, 8, 50, 39, 31, 91, 41, 58, 31, 96, 98, 62}
{9, 35, 38, 87, 50, 57, 78, 0, 13, 98, 78, 83, 29, 30, 63, 89, 86, 12, 85, 94, 87, 34, 32, 17, 24, 39, 76, 21, 34, 73, 49, 10, 7, 88, 97, 23, 10, 74, 24, 23, 71, 68, 6, 67, 98, 69, 21, 49, 47, 5, 9, 34, 39, 7, 17, 29, 47, 59, 16, 47, 98, 66, 57, 4}
{19, 20, 95, 29, 94, 85, 52, 31, 52, 58, 64, 15, 94, 85, 30, 6, 90, 39, 6, 95, 47, 24, 90, 60, 49, 5, 6, 47, 37, 64, 51, 56, 84, 11, 85, 43, 62, 37, 40, 13, 61, 3, 95, 20, 88, 25, 27, 43, 64, 33, 37, 77, 23, 93, 36, 73, 99, 9, 19, 35, 73, 36, 92, 22}
{14, 42, 31, 76, 79, 72, 56, 6, 41, 16, 26, 29, 41, 53, 38, 72, 53, 76, 14, 42, 34, 17, 81, 32, 26, 100, 34, 65, 2, 92, 53, 83, 33, 84, 58, 79, 21, 80, 85, 63, 97, 10, 58, 3, 30, 96, 41, 49, 37, 56, 91, 72, 73, 72, 70, 65, 37, 3, 29, 5, 61, 48, 88, 95}
{31, 12, 39, 53, 92, 23, 82, 54, 100, 39, 24, 96, 0, 65, 10, 38, 20, 68, 9, 59, 39, 79, 23, 42, 49, 18, 14, 9, 66, 1, 70, 98, 80, 8, 16, 72, 98, 64, 92, 64, 2, 15, 25, 2, 81, 36, 6, 67, 3, 15, 26, 8, 61, 49, 16, 76, 68, 30, 85, 100, 99, 21, 63, 78}
{96, 79, 15, 60, 8, 7, 23, 77, 89, 14, 80, 35, 50, 52, 2, 19, 34, 28, 94, 95, 77, 10, 70, 10, 6, 20, 77, 4, 41, 39, 83, 37, 85, 64, 97, 93, 71, 86, 70, 26, 100, 15, 61, 16, 67, 63, 1, 0, 91, 96, 61, 34, 5, 97, 10, 78, 17, 87, 83, 24, 93, 31, 61, 77}
{95, 23, 69, 32, 75, 4, 58, 41, 86, 85, 57, 53, 48, 58, 19, 4, 19, 81, 38, 91, 43, 15, 69, 60, 1, 51, 85, 94, 48, 11, 36, 8, 1, 72, 40, 76, 76, 64, 16, 28, 15, 39, 81, 63, 64, 66, 33, 83, 12, 38, 74, 56, 53, 42, 15, 20, 59, 66, 81, 73, 78, 16, 81, 79}
{54, 88, 20, 97, 17, 37, 24, 32, 42, 4, 61, 5, 36, 95, 55, 49, 32, 95, 4, 85, 2, 86, 71, 61, 52, 51, 100, 96, 34, 80, 74, 88, 33, 60, 84, 51, 97, 7, 83, 5, 78, 10, 77, 14, 4, 31, 29, 36, 25, 100, 87, 27, 85, 57, 54, 2, 75, 19, 64, 75, 66, 3, 62, 99}
{64, 12, 15, 26, 19, 65, 31, 64, 75, 8, 44, 79, 5, 73, 81, 98, 72, 67, 91, 22, 90, 11, 25, 30, 30, 89, 4, 96, 93, 33, 61, 22, 45, 76, 48, 30, 40, 80, 60, 14, 54, 3, 93, 25, 76, 73, 89, 47, 5, 80, 70, 62, 57, 61, 58, 87, 15, 63, 49, 74, 62, 9, 96, 6}
{51, 44, 2, 92, 90, 63, 5, 9, 66, 65, 34, 8, 3, 23, 55, 9, 69, 91, 37, 25, 17, 95, 78, 33, 23, 26, 6, 85, 1, 69, 57, 53, 12, 26, 10, 68, 89, 15, 77, 20, 46, 10, 28, 50, 100, 50, 25, 68, 6, 62, 93, 24, 22, 37, 57, 46, 63, 29, 97, 31, 64, 54, 50, 42}
{80, 60, 9, 34, 75, 86, 54, 21, 63, 49, 37, 28, 65, 62, 97, 71, 90, 55, 95, 11, 92, 17, 23, 21, 13, 20, 52, 77, 74, 1, 19, 53, 61, 95, 53, 1, 47, 6, 89, 76, 21, 92, 3, 86, 53, 100, 57, 42, 55, 17, 20, 12, 35, 43, 33, 48, 63, 51, 91, 36, 52, 76, 55, 79}
